ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
1125,7,5,3,4,5,4,6,4,2,4,4,2,6,5,3,4,4,3
1126,7,7,7,6,3,6,7,7,7,6,4,7,5,5,6,6,6,6
1127,1,5,1,4,2,6,7,7,1,7,4,6,6,5,5,4,4,4
1128,4,5,4,1,3,4,4,4,4,5,3,5,2,4,5,3,4,2
1129,4,7,3,3,5,6,2,5,5,6,3,2,6,6,6,4,5,6
1130,6,5,2,4,3,6,7,3,6,7,6,7,7,6,7,7,7,7
1131,6,2,3,4,6,4,7,6,3,1,5,1,7,5,7,4,5,6
1132,5,5,5,4,4,1,6,5,5,4,4,5,6,6,4,5,5,5
1133,7,5,6,6,5,6,6,6,5,5,5,3,7,5,5,4,4,4
1134,6,5,5,1,4,1,6,6,5,6,5,6,7,6,6,7,7,7
1135,7,3,5,4,7,5,6,7,7,7,6,5,3,4,6,7,7,7
1136,6,5,2,6,4,4,6,2,3,3,2,4,5,3,3,4,4,4
1137,6,3,4,7,2,1,6,4,2,1,3,1,3,2,5,6,4,2
1139,4,4,2,4,2,5,5,4,3,3,2,2,6,3,5,4,3,3
1141,7,1,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1143,6,5,6,6,2,2,5,4,4,7,2,2,5,5,5,4,4,4
1144,7,2,4,4,5,4,3,5,4,5,5,3,6,5,4,6,7,1
1145,7,5,4,4,1,3,5,3,4,7,1,5,7,6,7,5,3,5
1147,2,3,3,3,3,3,5,4,4,4,4,3,5,5,5,4,4,4
1148,2,3,3,6,7,1,6,7,5,5,7,1,7,5,1,2,5,1
1149,3,5,2,4,4,4,4,5,5,4,4,3,5,5,5,4,4,4
1150,7,7,7,4,4,4,3,4,5,4,4,3,6,4,2,1,4,3
1151,6,4,1,5,4,4,5,7,3,4,4,4,4,4,4,4,4,4
1152,3,1,1,3,1,1,4,3,1,1,3,1,3,2,1,4,3,3
1153,5,3,4,6,5,2,4,4,4,4,4,4,5,3,4,4,4,4
1154,6,3,2,4,5,6,4,3,5,5,5,5,7,7,6,4,4,3
1155,7,3,1,6,1,4,5,3,1,3,2,1,7,4,5,4,4,1
1156,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1157,2,2,2,4,2,1,5,4,3,1,1,1,5,4,3,6,2,2
1158,4,2,1,4,4,5,4,4,4,5,4,2,5,4,4,4,4,1
1159,6,5,5,7,6,6,5,2,4,6,5,3,3,5,4,4,6,6
1160,7,7,4,5,3,1,7,5,4,1,4,1,3,5,4,4,4,4
1161,6,6,4,4,4,4,5,3,4,5,4,2,6,6,5,5,4,4
1162,7,4,6,1,4,6,7,4,1,7,4,4,7,7,7,4,7,1
1163,4,4,6,7,4,4,7,6,6,6,6,4,7,6,6,7,7,7
1164,4,3,1,4,2,1,7,1,2,6,3,1,2,5,1,1,4,1
1165,2,5,1,7,3,1,4,5,4,3,2,1,7,5,6,3,4,3
1166,3,7,7,4,4,4,4,4,4,4,4,4,5,4,4,5,7,6
1167,4,7,1,1,1,1,5,3,1,1,3,1,3,5,2,2,2,3
1168,5,4,5,3,4,5,6,5,5,6,5,5,7,7,6,5,5,5
1169,5,5,5,3,2,4,3,3,3,4,4,4,4,4,4,4,4,4
1170,5,6,5,6,2,4,2,6,4,2,4,3,4,2,5,2,4,4
1171,1,4,4,4,4,4,7,7,5,7,5,2,7,6,4,7,6,5
1172,2,2,5,6,4,4,6,7,2,4,3,2,2,3,2,4,3,1
1173,3,3,4,3,4,4,4,4,2,5,4,4,6,5,5,4,5,5
1174,6,5,5,1,2,1,5,4,3,5,5,3,6,5,6,4,4,1
1175,6,3,2,2,2,5,6,5,5,4,5,6,7,6,7,1,3,7
1176,5,5,1,7,5,5,6,4,4,5,3,3,6,2,3,6,5,4
1177,5,7,2,7,6,1,7,7,7,7,4,1,7,6,7,7,7,7
1178,4,4,7,1,4,4,4,7,4,5,1,1,2,6,4,5,3,1
1179,7,5,6,6,6,5,6,6,4,5,4,3,5,5,5,4,4,4
1180,3,3,3,5,5,3,3,3,3,5,4,3,2,4,4,7,6,5
1181,5,4,2,6,6,5,7,2,5,7,4,3,7,5,5,4,3,1
1182,3,4,4,1,2,5,3,4,1,5,3,1,5,5,6,4,3,1
1183,5,2,4,4,6,5,7,6,3,4,4,3,7,4,5,6,4,4
1184,3,7,5,6,6,6,7,7,4,2,3,2,6,6,6,4,4,2
1186,5,2,6,6,1,6,4,4,6,5,2,2,7,3,5,5,6,6
1187,5,4,7,4,4,4,7,1,4,1,1,1,7,4,5,3,4,2
1188,5,5,1,5,2,2,6,5,5,6,3,2,7,3,5,1,1,1
1189,4,6,3,1,2,4,2,4,4,4,4,3,2,2,2,2,2,2
1190,7,4,5,7,4,6,7,6,4,1,4,1,7,6,7,1,2,1
1191,6,2,2,7,4,4,5,4,1,6,5,3,6,4,4,5,4,5
1192,7,3,5,3,4,1,7,3,6,2,5,6,7,2,7,4,4,5
1193,7,3,2,6,3,5,5,3,1,6,2,2,5,6,6,7,4,2
1194,7,7,5,6,4,5,2,4,1,6,5,1,3,5,5,6,6,6
1195,6,5,2,4,2,2,3,4,1,7,4,3,3,4,6,4,4,1
1196,5,4,4,1,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1197,5,4,2,7,2,7,4,5,6,6,5,4,6,5,5,4,4,5
1198,4,4,3,4,4,4,4,4,5,5,5,5,6,5,5,4,3,5
1199,6,2,4,6,2,3,3,3,4,4,4,4,4,4,4,4,4,4
1200,5,4,4,4,4,4,6,4,6,4,4,3,5,5,5,4,4,4
1201,5,6,6,5,6,6,5,5,3,4,4,3,4,4,5,5,5,6
1202,6,2,1,6,4,2,2,4,2,4,4,2,7,5,6,4,4,1
1203,3,6,1,4,2,2,4,5,1,6,2,1,3,4,2,4,4,1
1204,5,5,5,6,5,4,5,4,5,2,5,3,5,4,4,4,3,4
1205,5,5,2,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1206,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1207,7,5,7,1,4,1,7,7,5,6,5,2,7,6,7,4,5,6
1208,7,6,7,6,5,7,5,7,7,5,6,7,5,6,7,4,5,4
1209,2,2,2,2,6,2,2,4,2,3,5,1,6,4,6,4,2,1
1210,4,3,3,4,5,2,2,3,2,4,3,3,6,5,3,4,4,2
1211,4,3,3,2,3,5,4,4,1,4,3,3,6,5,5,5,5,5
1212,7,4,1,1,4,1,7,7,6,4,4,3,1,4,1,4,4,4
1213,4,4,4,4,5,7,7,7,7,1,1,4,1,7,4,7,7,4
1214,7,3,6,4,5,6,7,4,5,6,5,2,7,6,7,6,4,4
1215,7,5,6,6,6,6,4,4,4,1,1,1,7,7,7,4,4,4
1216,7,5,4,4,5,4,6,6,5,4,3,4,7,6,4,4,4,3
1217,1,7,7,6,5,6,4,2,1,2,5,2,6,7,6,6,7,5
1218,5,4,3,7,2,5,4,4,3,4,4,2,5,6,5,5,4,5
1219,4,5,5,7,1,7,6,5,4,3,4,4,7,5,4,6,1,6
1220,5,5,4,3,2,4,5,2,3,3,4,4,5,4,5,5,3,2
1221,6,5,3,4,3,2,6,5,5,2,2,2,5,5,5,4,3,5
1222,7,4,7,4,6,7,5,4,5,4,4,1,4,4,2,4,4,2
1223,6,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1224,5,4,2,5,2,3,6,4,2,4,4,3,5,4,3,4,4,4
1225,4,4,1,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4
1226,7,3,6,6,5,6,7,6,7,7,5,7,7,5,7,7,4,7
1227,5,5,3,6,2,7,7,1,4,3,2,2,7,5,6,4,4,3
1228,6,5,2,4,3,5,6,6,7,7,3,5,3,4,5,2,4,1
1229,3,3,3,2,5,3,1,6,5,2,4,3,3,4,4,5,4,4
1230,5,3,3,5,4,5,5,4,3,4,4,3,5,4,5,5,4,3
1231,4,5,2,4,5,4,4,4,4,4,4,3,5,5,5,4,4,4
1232,5,4,4,7,4,5,4,4,4,4,4,3,5,4,5,5,4,4
1234,5,2,1,5,5,2,7,2,3,6,2,1,6,7,6,4,7,1
1235,5,4,6,4,5,4,4,3,3,5,5,5,6,3,4,2,2,4
1236,4,3,5,4,4,2,4,5,5,4,4,4,5,5,5,4,4,3
1237,7,5,3,1,3,1,4,4,1,1,3,4,7,7,7,2,4,4
1238,7,6,7,6,6,6,6,5,5,4,4,3,6,6,6,4,4,4
1239,4,2,4,6,3,2,6,6,3,4,5,5,6,6,6,5,4,5
1240,2,7,2,4,2,2,5,5,5,7,2,2,7,4,5,3,4,2
1241,3,3,2,5,4,3,5,4,4,6,4,5,6,5,5,4,4,4
1242,4,4,2,5,3,4,4,4,4,3,3,3,5,4,5,4,4,4
1243,5,4,4,5,4,4,5,6,2,6,3,4,6,2,2,4,4,4
1244,5,5,4,4,4,3,4,4,4,4,3,3,6,5,5,4,4,4
1245,3,5,4,2,4,2,7,2,5,4,4,1,5,4,5,4,4,4
1246,3,3,3,4,4,4,1,3,3,3,3,2,2,4,3,3,4,1
1247,4,3,4,5,5,5,4,4,4,4,4,3,5,5,5,5,5,5
1248,5,4,4,3,3,3,6,5,6,5,5,5,5,7,5,4,5,5
1249,4,2,5,5,1,2,3,3,4,3,2,2,7,2,7,4,2,4
1250,4,3,4,2,4,6,6,5,7,6,5,7,7,6,7,3,4,5
1251,3,5,5,6,4,4,3,4,4,1,1,1,7,5,4,4,2,1
1252,2,7,3,6,3,1,5,4,4,4,4,4,7,6,4,4,4,4
1253,4,1,2,4,4,3,5,2,2,2,4,3,3,2,4,2,4,3
1254,4,5,5,6,4,1,5,4,1,7,4,1,4,6,6,6,4,2
1255,3,3,3,5,4,3,2,4,3,4,4,3,6,4,5,4,4,4
1256,5,4,2,6,5,4,6,5,2,7,4,1,3,5,6,4,4,3
1257,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4
1258,5,3,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1259,7,4,1,4,2,5,5,4,5,6,4,4,6,3,4,4,4,4
1260,6,5,5,6,4,3,6,5,2,5,3,3,5,2,2,3,2,3
1261,4,3,3,5,4,2,5,3,2,5,3,2,5,3,2,5,4,3
1262,6,3,2,6,4,5,5,3,5,1,3,2,6,5,5,6,2,5
1263,6,2,2,5,4,2,6,4,2,3,4,2,4,4,3,4,4,2
1264,7,5,4,2,2,6,6,4,3,5,6,2,6,3,6,4,4,5
1265,3,5,2,2,5,1,5,7,5,1,6,5,5,5,7,4,4,7
1266,3,2,4,6,5,4,5,4,2,4,3,3,3,3,2,6,5,4
1267,5,4,3,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4
1268,2,3,2,5,4,2,5,4,4,6,5,4,5,5,5,6,4,4
1269,3,5,5,3,4,5,6,6,6,2,5,4,5,5,5,5,5,5
1270,4,2,1,6,3,6,5,5,5,6,5,4,6,5,6,4,4,6
1271,3,1,5,1,1,4,5,1,3,3,4,3,7,5,5,4,4,5
1272,5,4,4,4,6,5,5,4,4,4,4,3,7,5,5,4,4,4
1273,1,1,7,1,3,5,1,2,1,1,7,2,1,1,1,1,1,1
1274,2,6,1,3,5,3,6,6,2,4,2,3,3,5,6,4,4,3
1275,2,5,3,7,4,2,4,4,2,4,3,4,4,4,7,4,3,1
1276,7,3,6,1,4,1,7,3,5,7,1,1,7,5,5,7,6,3
1277,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1278,4,5,4,5,4,3,5,4,3,5,4,5,5,3,4,4,3,5
1279,3,6,5,4,3,3,6,6,3,5,5,3,5,5,5,4,4,3
1280,6,4,5,1,5,1,5,2,1,4,3,2,7,5,6,4,4,4
1281,2,5,1,4,4,6,4,4,5,4,5,5,5,5,5,5,5,5
1282,4,5,4,4,6,4,2,3,1,6,2,6,5,5,4,5,5,5
1283,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1284,5,5,3,4,2,4,5,5,3,2,6,6,5,3,5,4,3,5
1285,6,4,5,5,3,4,7,6,4,1,1,3,6,5,5,3,4,4
1286,4,2,5,4,4,4,5,6,6,1,4,4,3,3,4,3,4,4
1287,4,4,3,3,6,4,3,4,3,4,3,4,5,4,4,4,4,4
1288,6,4,5,7,3,5,6,5,2,1,2,2,6,4,1,4,4,4
1289,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1290,5,4,4,2,4,4,5,3,4,4,4,3,6,5,5,4,4,4
1291,7,4,6,1,1,4,5,5,1,4,2,2,7,5,5,7,7,5
1292,1,4,2,1,4,2,1,3,2,6,3,2,1,5,2,7,3,4
1293,5,4,4,5,7,6,5,4,4,4,4,3,5,5,5,4,4,4
1294,6,3,3,1,6,6,5,5,2,4,3,3,5,5,3,3,4,3
1295,5,6,4,6,5,4,7,4,1,1,4,1,6,5,6,6,4,6
1296,5,6,2,5,6,4,6,5,5,7,6,2,5,5,6,4,6,6
1297,4,3,2,6,1,5,4,4,4,5,3,5,6,6,6,4,6,6
1298,4,3,3,4,1,3,4,4,3,4,4,3,4,3,5,3,3,3
1299,5,5,7,3,6,6,4,6,1,7,6,7,6,6,6,7,4,7
1300,6,6,6,2,3,7,7,5,2,6,5,7,6,6,6,3,4,6
1301,6,2,1,5,4,2,6,2,3,1,4,1,2,5,2,1,1,1
1302,4,4,3,5,2,3,4,3,4,5,3,5,4,3,5,3,4,5
1303,7,5,7,1,4,2,4,4,4,4,4,4,4,4,4,1,7,1
1304,7,5,6,7,6,6,7,2,5,6,3,2,6,4,5,5,3,2
1305,5,3,1,6,3,1,5,2,1,7,1,2,5,3,2,4,4,2
1306,5,3,6,1,3,4,1,4,6,1,3,1,7,4,6,4,4,1
1307,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1308,5,5,4,3,4,3,6,6,6,1,4,4,7,5,6,6,5,5
1309,7,5,1,7,7,3,4,4,4,1,5,4,7,4,4,4,4,4
1310,6,2,4,2,3,1,4,2,4,5,2,1,5,5,5,4,6,3
1311,5,2,2,5,2,2,4,2,2,6,2,1,4,2,2,7,2,2
1312,5,4,2,4,3,3,2,2,3,1,4,2,3,2,3,2,3,2
1313,5,4,1,7,2,5,4,4,5,5,4,3,3,5,6,4,4,4
1314,5,7,5,7,3,2,4,2,3,1,2,5,6,5,6,4,4,4
1315,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
1316,5,4,4,2,5,4,3,2,4,7,2,4,5,6,2,4,4,4
1317,6,6,4,3,4,4,5,5,5,5,5,4,6,6,6,3,3,3
1318,6,5,6,7,5,6,3,3,3,6,6,6,6,6,6,6,6,6
1319,5,5,2,5,3,6,6,4,5,5,4,3,4,5,3,4,4,4
1320,5,2,6,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1321,7,5,7,2,2,6,6,4,7,1,4,4,6,2,6,3,4,5
1322,3,6,2,6,4,6,5,4,4,5,3,5,5,5,5,5,6,5
1323,5,4,2,5,2,3,5,6,6,5,5,3,7,7,4,5,6,6
1324,3,3,4,6,6,5,5,5,5,5,5,6,5,6,4,3,3,3
1325,5,5,5,1,3,5,6,3,5,3,4,4,2,5,5,3,3,4
1326,7,5,1,6,6,6,7,5,7,6,4,5,7,5,7,4,4,4
1327,5,5,4,6,5,5,1,5,4,5,4,2,7,6,7,6,5,3
1328,1,2,4,2,2,4,4,4,4,4,4,4,2,2,4,4,4,4
1329,2,6,1,2,3,3,2,3,4,6,4,2,4,4,3,5,2,2
1330,6,3,2,1,4,4,7,4,4,7,2,2,5,5,5,4,4,4
1331,5,3,1,6,3,1,6,6,6,2,5,4,4,4,4,5,4,6
1332,4,4,6,4,4,4,4,4,4,4,4,4,1,1,7,1,7,1
1333,5,2,2,3,3,3,5,4,4,4,4,3,5,5,5,4,4,4
1334,7,5,4,5,5,3,2,5,4,5,5,4,7,5,5,5,5,4
1335,5,4,4,4,3,4,5,4,1,4,3,4,4,4,5,4,4,4
1336,4,5,6,4,4,4,5,4,2,5,3,2,2,5,5,4,2,2
1337,4,4,4,1,1,4,4,4,4,4,4,3,4,4,4,1,1,1
1338,4,5,4,6,5,7,4,3,3,7,6,6,6,6,6,4,4,4
1339,6,5,6,7,2,5,5,4,4,4,4,3,7,5,7,4,4,5
1340,1,4,1,4,4,4,7,4,3,6,4,1,7,5,4,4,4,1
1341,3,4,2,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1342,6,4,1,7,4,4,7,1,6,4,4,3,7,6,6,4,4,1
1343,5,5,5,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1344,5,1,3,4,2,1,5,4,1,4,4,3,3,3,1,6,1,1
1345,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1346,3,5,5,7,4,5,5,5,5,5,5,4,3,5,5,5,5,5
1347,6,4,1,4,4,4,5,4,3,1,2,2,7,5,5,4,4,4
1348,5,5,4,2,3,4,5,4,4,4,4,3,5,5,5,4,4,4
1349,6,5,6,2,2,5,6,3,5,4,5,3,6,6,6,2,4,4
1350,2,2,1,1,5,1,6,5,1,1,5,1,7,6,5,4,4,4
1351,6,6,6,4,7,3,5,4,4,4,4,3,5,5,5,4,4,4
1352,4,3,2,4,3,1,5,6,4,5,1,1,7,1,1,5,1,1
1353,2,5,4,2,3,3,6,5,6,4,4,6,6,6,6,5,5,6
1354,7,2,6,7,4,1,7,2,5,4,3,2,5,6,6,4,4,2
1355,3,5,5,6,2,2,2,4,4,4,4,5,4,4,5,3,3,3
1356,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1357,5,3,1,5,6,2,5,4,4,4,4,3,5,5,5,4,4,4
1358,5,4,6,7,1,4,6,5,6,5,6,3,7,6,5,3,6,3
1359,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1360,3,3,5,5,3,4,5,4,4,5,3,4,5,5,4,5,4,4
1361,4,4,4,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4
1362,5,2,6,3,4,5,4,4,5,4,4,5,4,4,5,4,4,5
1363,2,6,6,5,4,5,5,5,5,3,5,5,5,5,6,5,4,5
1364,6,3,5,3,1,6,7,4,5,4,3,7,5,2,6,4,4,5
1366,6,4,7,2,4,5,6,3,6,2,4,2,7,5,7,4,4,2
1367,5,5,3,7,1,7,7,7,7,1,4,7,7,7,7,7,4,7
1368,4,5,4,4,4,4,4,5,6,4,3,1,6,5,1,5,3,1
1369,2,7,4,7,1,4,7,1,4,7,1,4,7,1,4,7,6,1
1370,7,4,6,7,4,5,7,4,4,7,5,4,7,5,5,4,4,4
1371,6,4,3,2,3,2,5,4,3,4,4,3,5,5,5,6,6,5
1372,4,3,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1373,5,6,3,6,5,1,6,5,5,2,2,1,5,5,6,2,5,2
1374,7,5,7,7,4,6,5,4,4,4,4,3,3,5,4,4,4,4
1375,2,4,3,6,5,5,6,6,2,5,4,3,3,5,3,5,4,3
1376,5,4,2,5,4,6,6,4,6,6,4,5,6,5,6,5,5,6
1377,5,2,3,4,4,1,5,2,2,2,2,2,5,3,3,4,4,2
1378,4,3,5,3,3,2,5,3,5,4,4,3,5,5,5,4,4,4
1379,7,4,4,4,3,2,7,6,6,4,4,3,7,6,4,7,5,6
1380,4,5,6,2,2,4,5,3,3,4,4,3,5,5,5,4,4,4
1381,3,4,4,5,3,3,4,4,4,4,4,3,5,5,5,4,4,4
1382,6,4,4,5,4,4,4,4,4,3,4,3,5,5,5,4,4,4
1383,7,6,4,7,4,4,1,3,6,3,5,3,2,5,2,4,2,5
1384,5,4,4,4,4,4,3,5,4,4,4,3,5,5,5,4,4,4
1385,2,3,3,2,3,3,5,4,4,4,4,3,5,5,5,4,4,4
1386,7,4,5,3,3,6,5,3,4,2,2,6,2,2,7,4,4,4
1387,1,4,1,7,7,7,7,1,7,4,4,4,4,4,4,7,4,4
1388,5,3,4,5,6,4,2,4,4,4,3,4,5,3,5,5,4,4
1389,6,5,6,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1390,5,3,5,4,3,4,5,2,5,4,2,4,5,5,5,4,4,4
1391,5,7,7,4,4,4,5,4,6,1,2,3,5,6,6,7,4,4
1392,7,2,1,4,1,1,6,1,1,2,1,2,3,3,5,4,7,2
1393,4,6,2,5,5,5,4,4,4,3,3,3,4,4,4,7,2,2
1394,4,5,1,7,2,2,4,5,2,4,5,4,6,4,5,4,5,3
1395,2,7,5,6,4,4,5,6,5,4,5,5,4,7,6,4,4,4
1396,5,4,6,6,3,5,6,4,2,4,4,6,7,5,7,4,4,5
1397,5,3,2,6,6,4,2,5,5,4,4,4,3,4,4,7,7,1
1398,5,4,2,4,3,2,6,5,2,5,4,3,4,4,4,4,3,4
1399,4,2,3,3,3,3,5,4,4,4,4,3,5,5,5,4,4,4
1400,7,5,1,2,4,4,7,4,1,7,4,4,1,5,1,4,4,4
1401,4,2,3,7,4,1,7,4,1,5,3,1,2,4,4,5,4,4
1402,5,1,3,3,1,2,1,1,1,3,1,1,6,4,1,3,1,2
1403,4,6,5,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1404,6,6,4,4,1,5,4,4,4,4,4,4,5,4,4,4,4,4
1405,4,4,1,5,3,4,3,4,6,6,5,6,5,3,4,5,4,5
1406,3,4,2,6,4,6,5,4,3,2,4,4,5,4,3,5,4,3
1407,1,4,4,2,3,1,6,4,5,2,2,3,5,4,3,6,6,6
1408,7,7,7,1,4,1,7,1,1,7,4,4,7,4,6,7,4,5
1409,5,6,2,4,4,4,6,5,5,6,3,5,7,5,6,6,4,5
1410,5,4,4,4,4,4,5,7,1,1,2,3,7,7,7,4,4,4
1411,7,5,5,5,4,5,5,5,5,5,5,5,6,5,6,7,7,7
1412,1,7,2,2,2,4,6,3,3,4,4,3,5,5,5,4,4,4
1413,6,3,5,5,5,3,6,6,3,6,6,4,7,7,3,7,5,4
1414,5,6,2,6,3,5,6,6,3,1,2,2,6,5,5,4,4,4
1415,6,6,4,6,6,5,5,4,4,6,5,4,4,5,5,6,3,4
1416,2,4,4,3,2,2,4,4,4,3,1,1,4,5,5,4,4,1
1417,4,5,5,3,5,5,4,4,3,5,3,4,6,6,6,5,5,6
1418,5,1,5,6,6,5,5,2,1,1,2,1,1,7,7,7,7,7
1419,7,4,6,2,3,1,4,4,1,4,4,1,7,6,5,4,4,1
1420,6,2,5,5,4,2,6,2,6,6,1,4,7,5,6,7,5,3
1421,4,4,6,4,4,4,5,2,1,3,4,4,5,6,6,4,3,2
1422,4,4,4,4,5,1,6,5,1,4,3,2,5,4,1,4,4,1
1423,5,5,5,4,4,1,6,5,1,5,5,3,7,4,6,5,4,2
1424,5,4,2,1,2,4,5,3,1,4,4,3,6,5,4,4,4,2
1425,5,4,4,4,4,4,5,1,1,4,4,1,5,5,5,2,3,4
1426,4,7,5,3,2,2,4,4,1,4,4,2,4,5,5,4,4,4
1427,2,4,1,5,2,1,3,3,4,4,4,3,4,4,5,3,3,4
1428,4,2,4,5,1,4,5,1,4,1,4,4,5,3,4,4,3,4
1429,5,6,6,5,4,1,1,4,5,5,5,5,7,7,7,1,4,4
1430,7,4,5,6,2,6,6,3,6,6,3,6,7,5,7,4,4,6
1431,6,7,4,7,4,4,6,4,4,2,4,4,2,4,4,6,3,1
1432,3,5,5,2,5,5,6,5,3,6,5,5,3,5,6,2,4,6
1433,6,3,3,6,4,4,2,6,6,4,3,4,7,7,6,6,6,6
1434,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1435,1,7,1,7,2,7,6,6,4,6,2,4,7,2,6,4,4,7
1436,7,1,1,7,1,1,7,1,1,4,2,1,2,2,1,1,1,1
1437,2,6,6,4,5,5,5,5,2,7,4,2,6,5,5,6,3,2
1438,1,6,1,2,5,2,4,7,4,1,4,1,2,6,6,4,4,4
1439,3,2,5,2,5,5,5,2,4,3,4,5,6,5,3,4,4,5
1440,4,3,4,4,3,4,5,4,4,4,4,3,7,6,6,5,3,5
1441,4,3,3,1,3,1,7,1,1,7,4,4,7,4,5,4,4,1
1442,4,5,2,2,4,1,5,5,5,7,4,4,4,4,6,1,1,1
1443,4,3,3,4,4,4,7,4,7,4,4,3,7,1,3,7,4,4
1444,7,3,2,4,4,3,6,3,1,4,6,3,5,5,4,5,5,6
1445,6,2,2,2,4,4,6,4,3,2,3,3,5,5,3,4,4,3
1446,5,6,4,4,3,3,3,5,6,4,3,4,5,3,3,2,4,1
1447,5,5,5,4,5,5,5,3,4,4,5,5,2,3,4,4,4,4
1448,7,7,7,1,7,5,7,6,1,7,1,3,7,7,4,4,3,7
1449,6,7,4,5,2,1,2,4,1,5,2,1,7,3,1,3,6,2
1450,6,6,5,4,4,4,5,4,3,5,2,2,6,6,4,3,5,4
1451,6,3,2,6,4,4,7,1,1,1,7,1,6,5,5,7,4,1
1452,6,1,1,4,5,2,2,1,1,2,1,1,4,5,2,1,4,1
1453,6,7,3,6,3,4,4,3,4,3,2,3,4,3,2,5,4,4
1454,2,4,2,1,4,4,6,4,5,2,2,1,7,5,5,3,4,2
1455,4,4,2,4,2,4,4,4,4,2,4,4,5,5,5,4,4,3
1456,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1457,6,6,7,5,4,5,5,6,7,5,3,3,5,6,4,3,4,3
1459,5,4,3,5,4,3,4,4,2,4,4,3,6,5,4,6,5,5
1460,4,5,2,4,3,3,5,3,3,5,3,4,3,3,5,4,3,3
1461,3,4,2,4,5,2,6,2,2,5,3,3,2,4,3,4,5,2
1462,7,7,7,4,4,4,5,4,4,1,7,7,5,5,5,4,4,4
1463,1,5,1,3,5,3,6,4,2,1,5,3,6,6,6,4,5,5
1464,3,2,3,7,7,6,1,1,6,4,1,5,5,3,5,1,1,6
1465,4,7,7,7,4,7,4,4,4,4,4,7,4,6,6,4,4,7
1466,3,4,7,2,4,3,1,7,2,3,4,3,3,5,3,3,5,3
1467,4,5,6,6,3,3,4,4,1,1,4,5,4,1,6,4,4,4
1468,7,3,1,7,4,5,6,6,6,7,5,6,6,6,6,7,4,4
1469,4,6,7,7,3,1,1,7,1,4,3,6,4,4,4,4,4,4
1470,6,7,5,4,4,4,6,7,5,6,3,2,7,5,6,6,6,5
1471,5,4,5,4,4,5,4,5,5,6,5,5,6,6,5,6,6,5
1472,6,5,6,7,5,3,6,5,5,6,5,4,7,6,6,5,4,5
1473,5,5,3,2,5,4,7,3,5,7,5,7,1,4,2,2,1,4
1474,2,7,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
1475,6,6,7,1,1,1,5,6,6,7,7,5,6,6,6,5,6,7
1476,7,5,1,7,2,1,5,7,7,7,6,7,5,5,6,1,4,1
1477,6,6,7,2,3,2,7,7,7,4,6,7,3,6,7,6,6,7
1478,7,3,4,7,6,4,4,4,4,7,1,4,1,4,4,7,4,4
1479,7,5,5,1,1,1,7,7,6,7,5,5,7,6,7,7,7,7
1480,6,2,2,1,7,1,5,5,4,4,4,3,7,7,7,4,4,4
1481,4,2,3,2,4,4,4,4,4,5,4,3,4,4,3,3,3,3
1482,4,1,7,1,7,4,1,5,1,1,4,1,4,4,7,4,4,7
1483,4,6,2,2,4,6,3,4,3,4,4,4,7,4,5,3,4,6
1484,5,5,5,6,3,5,2,3,5,4,3,5,6,3,3,4,4,6
1485,3,4,2,5,5,1,4,5,3,5,2,3,6,4,5,4,4,3
1486,6,2,1,1,5,5,6,6,2,7,3,1,6,1,1,3,2,1
1487,6,5,5,6,5,4,5,5,5,4,5,5,6,5,5,6,6,6
1488,6,4,2,6,2,2,6,6,5,6,4,5,7,7,7,2,4,2
